,Location,lat,lng
612,"Monroe, MI",41.9155,-83.3849
613,"Kinloch, MO",38.7384,-90.3249
614,"Portersville, PA",40.9243,-80.1469
615,"Midland, MI",43.6241,-84.2319
616,"Summerfield, NC",36.1973,-79.8997
617,"Wrens, GA",33.207,-82.3878
618,"Macomb, IL",40.4709,-90.6807
619,"Hayden, ID",47.768,-116.804
620,"Collinsville, AL",34.2664,-85.8679
621,"Au Gres, MI",44.0432,-83.6934
622,"Rochester, MN",44.0154,-92.478
623,"Long Branch, NJ",40.2965,-73.9915
624,"Hereford, TX",34.8225,-102.4001
625,"Dayton, MN",45.1906,-93.4758
626,"Lucerne Valley, CA",34.4427,-116.9021
627,"Old Hickory, TN",36.25978,-86.64777
628,"Star, MS",32.09404,-90.04619
629,"Abington, PA",40.12067,-75.11795
630,"North Logan, UT",41.7759,-111.8066
631,"Peachtree City, GA",33.3942,-84.571
632,"Ferndale, WA",48.8526,-122.5894
633,"Mason, TN",35.4128,-89.5412
634,"Rush City, MN",45.6875,-92.9655
635,"Leesburg, VA",39.1057,-77.5544
636,"Boligee, AL",32.7699,-88.0264
637,"Dover, NH",43.1887,-70.8845
638,"Ellisville, MO",38.5897,-90.5884
639,"Cumming, GA",34.2063,-84.1339
640,"Horseheads, NY",42.19278,-76.80782
641,"Bridgeport, AL",34.9496,-85.7243
642,"Bowerston, OH",40.4273,-81.1874
643,"Mountlake Terrace, WA",47.7921,-122.3077
644,"New Windsor, NY",41.47676,-74.02375
645,"Beachwood, OH",41.4759,-81.503
646,"Sunbury, PA",40.8616,-76.7871
647,"Ardmore, AL",34.9847,-86.8373
648,"Holly Pond, AL",34.1696,-86.6125
649,"Blain, PA",40.3365,-77.5124
650,"Lynbrook, NY",40.6579,-73.6742
651,"West Point, NE",41.8379,-96.7057
652,"Crystal, MN",45.0377,-93.3599
653,"Luzerne, PA",41.24591,-75.88131
654,"Lytton, IA",42.4233,-94.8609
655,"Waterville, ME",44.5441,-69.6624
656,"Hartford, WI",43.3223,-88.3784
657,"Adrian, MO",38.3944,-94.3435
658,"Martin, MI",42.537,-85.6389
659,"Indian Trail, NC",35.0699,-80.6452
660,"Jasper, GA",34.471,-84.4497
661,"Flint, MI",43.0236,-83.6921
662,"Barron, WI",45.4015,-91.8476
663,"Syracuse, NE",40.6635,-96.1827
664,"Albert Lea, MN",43.6548,-93.3643
665,"Santa Fe Springs, CA",33.9329,-118.0625
666,"Los Molinos, CA",40.027,-122.0981
667,"Crab Orchard, TN",35.9066,-84.8847
668,"Brenham, TX",30.1584,-96.3966
669,"Parkesburg, PA",39.9593,-75.9177
670,"Louisville, OH",40.837,-81.2643
671,"Brush, CO",40.2598,-103.6323
672,"Woodbury, TN",35.8247,-86.0723
673,"Mansfield, LA",32.0355,-93.7004
674,"Islandia, NY",40.8069,-73.1711
675,"Jack, AL",30.28772,-87.67864
676,"Bay Minette, AL",30.893,-87.7912
677,"Big Bear Lake, CA",34.2429,-116.8951
678,"Schaumburg, IL",42.0308,-88.0838
679,"Siren, WI",45.7826,-92.3823
680,"Port Canaveral, FL",28.40584,-80.60477
681,"Lexington, NC",35.8018,-80.2682
682,"Rancho Santa Margarita, CA",33.6318,-117.5988
683,"Alma, GA",31.5432,-82.4745
684,"Signal Hill, CA",33.803,-118.1681
685,"Mishawaka, IN",41.6742,-86.1666
686,"Fountain Run, KY",36.7238,-85.9561
687,"Muhlenberg, PA",40.38482,-75.94132
688,"Willoughby, OH",41.6459,-81.4084
689,"West Chester, PA",39.9601,-75.6058
690,"Easthampton, MA",42.26676,-72.66898
691,"Holliston, MA",42.2001,-71.4245
692,"Shoals, IN",38.6669,-86.7938
693,"Hancock, MD",39.7054,-78.1749
694,"Beech Island, SC",33.4288,-81.8905
695,"Woodbine, NJ",39.2283,-74.8096
696,"Bonita, CA",32.6651,-117.0296
697,"North Bennington, VT",42.924,-73.2411
698,"Auburn, WA",47.3039,-122.2108
699,"Rio Grande City, TX",26.3808,-98.8215
700,"Caldwell, WV",37.78068,-80.39396
701,"Holtville, CA",32.8129,-115.3779
702,"Blawnox, PA",40.4922,-79.86
703,"Cameron, WI",45.4059,-91.7422
704,"Winesburg, OH",40.6175,-81.6948
705,"Baxter Springs, KS",37.0195,-94.7351
706,"Berthoud, CO",40.3071,-105.0426
707,"Jefferson, OH",41.7384,-80.7689
708,"Clemmons, NC",36.0319,-80.3861
709,"American Fork, UT",40.3783,-111.7953
710,"Kershaw, SC",34.5462,-80.5873
711,"Fountain Inn, SC",34.6989,-82.2005
712,"Blairs, VA",36.6958,-79.3774
713,"Gregory, TX",27.9231,-97.2908
714,"Montgomery, NY",42.93869,-74.18819
715,"Attica, IN",40.2874,-87.2452
716,"Coffeen, IL",39.0883,-89.3898
717,"Yorktown, IN",40.183,-85.5123
718,"Cross City, FL",29.6386,-83.1248
719,"Camp Hill, PA",40.2422,-76.9274
720,"Notrees, TX",31.91734,-102.75571
721,"Clyde, OH",41.3044,-82.9781
722,"Warrensburg, MO",38.7627,-93.726
723,"Santa Teresa, NM",31.8701,-106.6714
724,"Morristown, NJ",40.7967,-74.4772
725,"Ridgway, PA",41.427,-78.7297
726,"Ridgefield, NJ",40.8313,-74.0147
727,"Benson, NC",35.386,-78.5437
728,"Clinton, IN",39.6608,-87.4045
729,"Saint Cloud, MN",45.5608,-94.16249
730,"Cantonment, FL",30.60853,-87.33998
731,"El Dorado, AR",33.2184,-92.664
732,"Wittenberg, WI",44.827,-89.1664
733,"Ipswich, MA",42.67926,-70.84116
734,"Carrollton, TX",32.989,-96.8999
735,"STE GENEVIEVE, MO",37.98144,-90.04178
736,"Williamsburg, MI",38.92032,-91.70156
737,"Alum Bank, PA",40.18063,-78.61363
738,"Cypress, TX",29.96911,-95.69717
739,"Robesonia, PA",40.3495,-76.1391
740,"Plainfield, IL",41.6207,-88.2253
741,"Irving, TX",32.8583,-96.9702
742,"ST PETERSBURG, FL",28.12342,-82.52853
743,"Boone, NC",36.2111,-81.6669
744,"Frederick, MD",39.4337,-77.4141
745,"La Vergne, TN",36.02,-86.5586
746,"Fredonia, WI",43.4715,-87.949
747,"Apple Valley, CA",34.5352,-117.2109
748,"Petoskey, MI",45.3649,-84.9888
749,"Chesterfield, VA",37.35682,-77.44165
750,"Albertville, MN",45.2364,-93.6618
751,"Branchburg Township, NJ",40.56305,-74.7139
752,"Marcellus, MI",42.0261,-85.8131
753,"Mecca, CA",33.5767,-116.0645
754,"Massillon, OH",40.7838,-81.5254
755,"Lamar, SC",34.1695,-80.0649
756,"Ravenna, OH",41.1612,-81.2422
757,"Ringgold, GA",34.9136,-85.1215
758,"Mercedes, TX",26.1533,-97.9128
759,"Alexandria, IN",40.263,-85.6737
760,"Canton, OH",40.8078,-81.3676
761,"Cockeysville, MD",39.4804,-76.6294
762,"Saint Joseph, IL",48.06951,-1.73479
763,"Minnetonka, MN",44.9322,-93.4598
764,"Piperton, TN",35.0512,-89.6091
765,"Arlington, WA",48.1701,-122.1442
766,"Manchester, MA",42.57787,-70.76894
767,"INDUSTRY, CA",34.01973,-117.95868
768,"South Windsor, CT",41.82371,-72.6212
769,"Barnsdall, OK",36.5595,-96.1383
770,"Terryville, CT",41.6784,-73.0064
771,"Ruston, LA",32.5328,-92.6363
772,"Weeping Water, NE",40.8691,-96.1399
773,"Fresno, TX",29.5357,-95.4696
774,"Augusta, KY",38.7723,-84.0003
775,"Alburtis, PA",40.509,-75.6001
776,"Three Way, TN",35.772,-88.8572
777,"Cascade, VA",36.56458,-79.66975
778,"Cortland, IN",41.92003,-88.6887
779,"Galesburg, ND",47.2701,-97.4087
780,"Raymond, ME",43.90146,-70.47033
781,"Marion, MI",44.1006,-85.1438
782,"Hueytown, AL",33.4239,-87.022
783,"Walker, WV",38.87539,-76.88831
784,"Sandpoint, ID",48.2822,-116.5614
785,"Lincoln, MO",38.394,-93.3313
786,"Boise, ID",43.6005,-116.2308
787,"Summerfield, FL",29.00859,-82.03481
788,"Pottsville, AR",35.2312,-93.0654
789,"Murrysville, PA",40.4456,-79.6554
790,"Moore Haven, FL",26.8338,-81.0984
791,"Greeneville, TN",36.168,-82.8197
792,"Taneytown, MD",39.6569,-77.1683
793,"Channahon, IL",41.421,-88.2599
794,"Cedarburg, WI",43.299,-87.9887
795,"Bolton, MS",32.3546,-90.4586
796,"Slidell, LA",30.2887,-89.7828
797,"Andover, KS",37.6873,-97.1352
798,"North Reading, MA",42.57509,-71.07867
799,"Baldwyn, MS",34.5071,-88.6416
800,"Marianna, AR",34.7736,-90.7674
801,"Mishicot, WI",44.2303,-87.6423
802,"Arkansas City, KS",37.0726,-97.0385
803,"North Kingstown, RI",41.5501,-71.46617
804,"Gardner, MA",42.5845,-71.9868
805,"Union Point, GA",33.6178,-83.0751
806,"Tecumseh, MI",42.0066,-83.945
807,"East Bridgewater, MA",42.08343,-71.01838
808,"Sebewaing, MI",43.7318,-83.4497
809,"Rocky Hill, CT",41.66482,-72.63926
810,"Belmont, MA",42.39593,-71.17867
811,"Harrisville, RI",41.9687,-71.6768
812,"Seward, NE",40.9099,-97.0957
813,"Dennisville, NJ",39.2018,-74.8217
814,"Poseyville, IN",38.1697,-87.7834
815,"Shickshinny, PA",41.1535,-76.1501
816,"Snow Hill, NC",35.4506,-77.6769
817,"Galt, CA",38.2698,-121.3004
818,"Pilesgrove, NJ",39.636,-75.28843
819,"Westminster, MD",39.5796,-77.0067
820,"Bridgehampton, NY",40.9427,-72.3101
821,"West Liberty, IA",41.5727,-91.2623
822,"Fairview, PA",41.0156,-79.7433
823,"West Frankfort, IL",37.8997,-88.9301
824,"Valdese, NC",35.7566,-81.5634
825,"Natick, MA",42.28343,-71.3495
826,"Norton, OH",41.0294,-81.6461
827,"Eagle, ID",43.7223,-116.3866
828,"Greenfield, MO",37.4162,-93.8432
829,"Augusta, GA",33.3645,-82.0708
830,"West Greenwich, RI",41.637,-71.66004
831,"Willcox, AZ",32.2515,-109.8359
832,"Fairfield, AL",33.4747,-86.9194
833,"Glennville, GA",31.9379,-81.9305
834,"Lake Placid, FL",27.3037,-81.371
835,"Nichols, WI",44.5672,-88.4678
836,"Russellville, AR",35.2762,-93.1383
837,"Ashland, MS",34.8341,-89.1778
838,"Woodstock, VA",38.875,-78.516
839,"Middletown, IN",40.0595,-85.5423
840,"Woodland, CA",38.6712,-121.75
841,"Evans Mills, NY",44.087,-75.8078
842,"Hedgesville, WV",39.5544,-77.9944
843,"Palm Desert, CA",33.7378,-116.3695
844,"Glastonbury, CT",41.71232,-72.60815
845,"Scottdale, GA",33.795,-84.2634
846,"Alturas, CA",41.4898,-120.5516
847,"Chambersburg, PA",39.9315,-77.6556
848,"Mount Clemens, MI",42.5977,-82.8821
849,"Doral, FL",25.8152,-80.3565
850,"Anaheim, CA",33.839,-117.8574
851,"Paradise Valley, AZ",33.5434,-111.9595
852,"Berlin, WI",43.9704,-88.9504
853,"Wilkes Barre Township, PA",41.33869,-75.72353
854,"Union, SC",34.7235,-81.6248
855,"Eagle Mountain, UT",40.3137,-112.0114
856,"Escalon, CA",37.7912,-120.9982
857,"Handley, WV",38.1863,-81.3673
858,"Amherst, NH",42.86147,-71.62535
859,"Canton, MI",-2.13404,-79.59415
860,"Cameron, SC",33.558,-80.715
861,"Clarion, PA",41.2106,-79.3803
862,"Andrews, TX",32.3207,-102.552
863,"Pomeroy, OH",39.0292,-82.0336
864,"Bremen, IN",41.4484,-86.1505
865,"Myakka City, FL",27.34977,-82.16148
866,"Bay Shore, NY",40.7288,-73.2495
867,"Longwood, FL",28.7014,-81.3487
868,"Fertile, MN",47.5339,-96.2893
869,"Antigo, WI",45.141,-89.1552
870,"Aliquippa, PA",40.6155,-80.2547
871,"Marathon, WI",44.95914,-89.63012
872,"Northlake, IL",41.9142,-87.9054
873,"Pigeon, MI",43.8295,-83.2702
874,"Shelby, NC",35.2904,-81.5451
875,"Hudson, OH",41.2399,-81.4408
876,"Milford, IN",41.4143,-85.8446
877,"South Hackensack, NJ",40.8626,-74.04792
878,"Rutland, VT",43.6092,-72.9783
879,"Valmeyer, IL",38.3064,-90.2979
880,"Winfield, WV",38.5292,-81.8857
881,"Henrietta, NY",43.05923,-77.61222
882,"Easton, PA",40.6858,-75.2209
883,"Nashville, GA",31.2048,-83.2478
884,"Clatskanie, OR",46.1047,-123.2045
885,"Nashville, AR",33.9418,-93.8516
886,"Columbia, PA",40.0347,-76.4944
887,"Douglasville, GA",33.7384,-84.7054
888,"Canton, GA",34.2467,-84.4897
889,"Waterloo, IN",41.4327,-85.0347
890,"Du Quoin, IL",38.0019,-89.2323
891,"Muscatine, IA",41.4195,-91.068
892,"Portsmouth, OH",38.7538,-82.9445
893,"Manistee, MI",44.2439,-86.3242
894,"La Salle, MI",41.86782,-83.45216
895,"Cloverdale, VA",37.3566,-79.9055
896,"Lake Alfred, FL",28.1041,-81.7264
897,"Clermont, KY",45.77969,3.08682
898,"Blythe, CA",33.6219,-114.6195
899,"Winton, NC",36.3899,-76.935
900,"Grand Island, NE",40.9218,-98.3586
901,"Huntsville, TX",30.7009,-95.5567
902,"Warrington, PA",40.24927,-75.13406
903,"Hansen, ID",42.5314,-114.3011
904,"Manvel, TX",29.4798,-95.3635
905,"Crothersville, IN",38.7944,-85.8399
906,"Albany, TX",32.7272,-99.2957
907,"Trenton, OH",39.4792,-84.462
908,"Springfield, MA",42.1155,-72.5395
909,"Milan, IL",41.4415,-90.5593
910,"Central, SC",34.7235,-82.7788
911,"Strawn, TX",32.551,-98.4979
912,"Bishop, CA",37.3665,-118.3958
913,"Red Bay, AL",34.4357,-88.1361
914,"Durham, NC",35.9792,-78.9022
915,"Chamberino, NM",32.0364,-106.6776
916,"Largo, FL",27.9088,-82.7712
917,"Kingsford, MI",45.8061,-88.0995
918,"Homestead, FL",25.4665,-80.4472
919,"Lake Orion, MI",42.7827,-83.2453
920,"Womelsdorf, PA",40.3655,-76.1864
921,"Exira, IA",41.5919,-94.8811
922,"Mountain Home, TX",30.17465,-99.38033
923,"Burnet, TX",30.7496,-98.2383
924,"Blythewood, SC",34.2121,-80.9921
925,"Pocahontas, AR",36.2635,-90.9706
926,"West Union, SC",34.759,-83.0432
927,"Elberta, AL",30.3855,-87.5888
928,"Dumas, AR",33.8834,-91.4857
929,"Valliant, OK",34.0058,-95.0861
930,"Amherst Junction, WI",44.4687,-89.3167
931,"Bassett, VA",36.7615,-79.9866
932,"Holbrook, NY",40.7944,-73.07
933,"Crete, IL",41.4401,-87.6235
934,"Little Falls, NY",43.0452,-74.8566
935,"Ingleside, IL",42.38113,-88.13981
936,"Deer Creek, MN",46.3909,-95.3217
937,"Monticello, WI",42.7456,-89.5899
938,"New Stanton, PA",40.2237,-79.6086
939,"New Albany, MS",34.4909,-89.0201
940,"Harvey, ND",47.7766,-99.9301
941,"Mountain Top, PA",41.1353,-75.9045
942,"Waynesboro, PA",39.7524,-77.5822
943,"Burnham, IL",41.6375,-87.5447
944,"Sandstone, MN",46.1292,-92.8646
945,"Kemah, TX",29.5309,-95.0196
946,"Auburn, IN",41.3666,-85.0559
947,"Mattapoisett, MA",41.65844,-70.81615
948,"Sycamore, IL",41.9957,-88.6821
949,"La Feria, TX",26.1544,-97.8255
950,"North Wilkesboro, NC",36.1728,-81.139
951,"Saint George, UT",37.10415,-113.58412
952,"Morrisville, PA",40.2074,-74.78
953,"Louin, MS",32.0722,-89.2627
954,"Bellemont, AZ",35.2425,-111.8138
955,"Garden City, NY",40.7266,-73.6447
956,"Liberty, TX",30.0378,-94.7879
957,"Lucasville, OH",38.878,-82.985
958,"Prospect, KY",38.3471,-85.6103
959,"Wiscasset, ME",43.96296,-69.71198
960,"Elkton, VA",38.4106,-78.6161
961,"Islandton, SC",32.9093,-80.9359
962,"Windfall, IN",40.36309,-85.95637
963,"Easton, ME",46.64115,-67.90947
964,"Kemp, TX",32.4351,-96.224
965,"Hersey, MI",43.8513,-85.4419
966,"Gouldsboro, PA",41.2429,-75.4449
967,"Wheeling, WV",40.0752,-80.6951
968,"Mansfield, OH",40.7656,-82.5275
969,"Cuba, NY",42.21757,-78.27529
970,"Berne, IN",40.6572,-84.9555
971,"Spicewood, TX",30.47417,-98.12205
972,"Medford, WI",45.1365,-90.3436
973,"Monroe, CT",41.3326,-73.20734
974,"Topeka, KS",39.0346,-95.6955
975,"Stockton, IL",42.3526,-90.002
976,"Creston, OH",40.9768,-81.8999
977,"Dillon, MT",45.218,-112.6345
978,"Warner Robins, GA",32.5961,-83.6527
979,"Molena, GA",33.0122,-84.5006
980,"Wauseon, OH",41.5532,-84.141
981,"Crestwood, KY",38.3355,-85.4839
982,"Upper Darby, PA",39.94706,-75.29213
983,"Hudson, FL",28.3595,-82.6894
984,"White House, TN",36.4648,-86.6666
985,"Reedsville, OH",39.12147,-81.74763
986,"Culpeper, VA",38.4704,-78.0001
987,"La Jara, CO",37.2735,-105.9597
988,"Emigsville, PA",40.0077,-76.7303
989,"Theodore, AL",30.5408,-88.1885
990,"Weston, MI",42.36676,-71.30311
991,"Peru, IN",40.7593,-86.0756
992,"Elba, NY",43.07728,-78.18696
993,"Okeechobee, FL",27.2413,-80.8298
994,"Chickasaw, AL",30.7715,-88.0793
995,"ST. AUGUSTINE, FL",29.89469,-81.31452
996,"La Grange, KY",38.3987,-85.375
997,"Merrimack, NH",43.20814,-71.53757
998,"Goldendale, WA",45.8192,-120.8233
999,"O'donnell, TX",32.96371,-101.83265
1000,"ST PETERS, MO",38.80033,-90.62651
1001,"Ocilla, GA",31.5987,-83.2498
1002,"Youngsville, NC",36.0242,-78.4816
1003,"Uniontown, OH",40.9635,-81.4062
1004,"Selbyville, DE",38.4629,-75.2117
1005,"Grayling, MI",44.6566,-84.7091
1006,"Madison, FL",30.4716,-83.413
1007,"Carrollton, MI",43.45864,-83.93025
1008,"Lincolnshire, IL",42.1958,-87.9182
1009,"Fillmore, NY",42.4658,-78.1105
1010,"Blackfoot, ID",43.194,-112.3454
1011,"Huger, SC",33.09656,-79.80341
1012,"Pinehurst, TX",30.1889,-95.7017
1013,"Wixom, MI",42.5243,-83.5346
1014,"Marissa, IL",38.2501,-89.7746
1015,"North Houston, TX",29.76328,-95.36327
1016,"Belington, WV",39.0219,-79.9383
1017,"Monterey, CA",36.5919,-121.8808
1018,"Titusville, FL",28.5727,-80.8193
1019,"Lancaster, TX",32.5922,-96.7739
1020,"Keithville, LA",32.33321,-93.83629
1021,"Locust Grove, GA",33.3446,-84.1071
1022,"Richland Hills, TX",32.8095,-97.2273
1023,"White, GA",34.2823,-84.7481
1024,"Spring Hill, KS",38.7565,-94.8201
1025,"South Range, MI",47.0703,-88.644
1026,"Haleyville, AL",34.2331,-87.6175
1027,"Cheshire, CT",41.49899,-72.90066
1028,"East Dubuque, IL",42.4888,-90.6278
1029,"Plantation, FL",26.1259,-80.2617
1030,"Siloam Springs, AR",36.1844,-94.5315
1031,"Newport News, VA",37.1051,-76.5185
1032,"Portland, TN",36.5921,-86.5239
1033,"Issaquah, WA",47.5439,-122.0471
1034,"Jacksonville, FL",30.3322,-81.6749
1035,"Monticello, AR",33.6257,-91.7934
1036,"Whitakers, NC",36.1057,-77.7131
1037,"Milford, OH",39.1699,-84.2811
1038,"Cle, OH",41.4995,-81.69541
1039,"Luxemburg, WI",44.5447,-87.7065
1040,"Elloree, SC",33.5301,-80.5712
1041,"Evans, GA",33.5619,-82.1351
1042,"Cherry Hill, NJ",39.93484,-75.03073
1043,"Benwood, WV",40.0139,-80.7328
1044,"Castle Rock, CO",39.3763,-104.8535
1045,"Smyrna, DE",39.2935,-75.6083
1046,"Rayville, LA",32.4707,-91.7576
1047,"Manawa, WI",44.4613,-88.9204
1048,"Austerlitz, NY",42.31175,-73.47317
1049,"Denton, NC",35.6378,-80.1106
1050,"Coleville, CA",38.5806,-119.5029
1051,"Ragland, AL",33.7469,-86.1384
1052,"Boring, OR",45.4304,-122.3716
1053,"Lemont, IL",41.6695,-87.9838
1054,"Woods Hole, MA",41.5303,-70.6614
1055,"Cocoa Beach, FL",28.3327,-80.6274
1056,"Fruitland, MD",38.3214,-75.6246
1057,"Jersey City, NJ",40.7184,-74.0686
1058,"Prince George, VA",37.2209,-77.2683
1059,"Derwood, MD",39.1136,-77.151
1060,"Slinger, WI",43.3317,-88.2798
1061,"Natchez, MS",31.5437,-91.3867
1062,"Saint Charles, MO",38.78394,-90.48123
1063,"Monett, MO",36.9218,-93.9278
1064,"Story City, IA",42.1866,-93.5863
1065,"Valley, AL",32.8088,-85.181
1066,"Argyle, WI",42.7014,-89.8657
1067,"Gentry, AR",36.2571,-94.4908
1068,"Assumption, IL",39.518,-89.0478
1069,"Finksburg, MD",39.49288,-76.88942
1070,"Etna, OH",39.9544,-82.6878
1071,"West Jordan, UT",40.6024,-112.0008
1072,"Sweetwater, TX",32.4692,-100.4092
1073,"Coxsackie, NY",42.35092,-73.8029
1074,"Tullahoma, TN",35.3721,-86.2172
1075,"Algona, IA",43.0743,-94.2311
1076,"Media, PA",39.9199,-75.3889
1077,"Somis, CA",34.2652,-118.9984
1078,"Latexo, TX",31.3892,-95.4724
1079,"Lake Zurich, IL",42.1956,-88.087
1080,"Cottonwood, CA",40.3903,-122.3156
1081,"Morrisville, NC",35.8368,-78.8348
1082,"Forest River, ND",48.2166,-97.4703
1083,"Yuma, AZ",32.5995,-114.5491
1084,"Grimes, IA",41.6779,-93.7947
1085,"Lancaster, WI",42.8473,-90.7065
1086,"Russellville, KY",36.8394,-86.895
1087,"Big Spring, TX",32.2389,-101.4799
1088,"Summerville, SC",33.0016,-80.1799
1089,"Linesville, PA",41.6564,-80.4225
1090,"Kings Mountain, NC",35.2349,-81.3501
1091,"Greenland, NH",43.0362,-70.83283
1092,"Moscow, PA",41.3417,-75.5316
1093,"Concord, NH",43.2305,-71.5595
1094,"East Stroudsburg, PA",41.0023,-75.1779
1095,"Montoursville, PA",41.2472,-76.9184
1096,"Arbuckle, CA",39.0141,-122.061
1097,"Logan, UT",41.7399,-111.8422
1098,"Tavares, FL",28.792,-81.7352
1099,"Groveland, MA",42.76037,-71.03145
1100,"Forty Fort, PA",41.2846,-75.869
1101,"Derry, NM",32.78813,-107.28225
1102,"Lagrange, IN",41.6481,-85.418
1103,"Moselle, MS",31.5087,-89.2824
1104,"Shelbyville, KY",38.2067,-85.2292
1105,"Moon Township, PA",40.51856,-80.21736
1106,"Seminole, TX",32.7207,-102.6501
1107,"Bay Saint Louis, MS",30.30881,-89.33005
1108,"La Salle, IL",41.33337,-89.09175
1109,"Fowler, IN",40.617,-87.3185
1110,"Westampton, NJ",40.01067,-74.86683
1111,"Saint Joseph, LA",14.67099,-61.03905
1112,"Camden, AR",33.5672,-92.8467
1113,"Palm Springs, CA",33.8017,-116.5382
1114,"Biddeford, ME",43.4673,-70.4511
1115,"Caledonia, NY",56.79656,-5.00393
1116,"Whitmore Lake, MI",42.4258,-83.753
1117,"Firestone Park, OH",41.01533,-81.51734
1118,"Woodbine, GA",30.9598,-81.7176
1119,"Goshen, IN",41.5743,-85.8309
1120,"Alcoa, TN",35.8076,-83.9753
1121,"North Miami Beach, FL",25.9302,-80.1659
1122,"Gray, KY",-65.10464,-60.09824
1123,"Fort Scott, KS",37.8283,-94.7038
1124,"Belleview, FL",29.0608,-82.0565
1125,"Hartford, CT",41.7661,-72.6834
1126,"Stowe, VT",44.53734,-72.61528
1127,"Viroqua, WI",43.5603,-90.8858
1128,"Ecorse, MI",42.2489,-83.1399
1129,"Wellford, SC",34.962,-82.0937
1130,"Richland, GA",32.0885,-84.6625
1131,"Forsyth, GA",33.0352,-83.939
1132,"Dunkirk, IN",40.3741,-85.2076
1133,"Clara City, MN",44.9576,-95.3671
1134,"East Providence, RI",41.8065,-71.3565
1135,"Ramsey, MN",45.2617,-93.4494
1136,"Hudson, KS",38.1049,-98.6609
1137,"Red Oak, VA",36.72653,-79.19585
1138,"Jackson, WY",43.472,-110.7746
1139,"Burney, CA",40.8846,-121.6691
1140,"Newbury, OH",41.46339,-81.24427
1141,"Orcas, WA",48.70816,-122.91074
1142,"Philippi, WV",39.1488,-80.0417
1143,"Decorah, IA",43.3012,-91.7839
1144,"Keasbey, NJ",40.5143,-74.3078
1145,"Trevor, WI",42.51252,-88.12092
1146,"Lewistown, MT",47.0514,-109.4524
1147,"Scotts Valley, CA",37.0555,-122.0118
1148,"Leighton, AL",34.6941,-87.5282
1149,"Horsham, PA",40.17844,-75.12851
1150,"Nebraska City, NE",40.6762,-95.8613
1151,"Port Angeles, WA",48.1141,-123.4565
1152,"Falkville, AL",34.3793,-86.9086
1153,"Phoenix, AZ",33.5722,-112.0892
1154,"Beacon, NY",41.5036,-73.9655
1155,"Huntley, IL",42.1599,-88.433
1156,"Green River, WY",41.5127,-109.471
1157,"Boyertown, PA",40.3322,-75.6375
1158,"New Prague, MN",44.5459,-93.5755
1159,"Silsbee, TX",30.3456,-94.1764
1160,"Anna, OH",40.3957,-84.1754
1161,"Imperial, MO",38.3673,-90.3705
1162,"Wathena, KS",39.7602,-94.9396
1163,"Driggs, ID",43.7299,-111.1043
1164,"Ann Arbor, MI",42.2759,-83.731
1165,"Eldorado, IL",37.8114,-88.4415
1166,"Sanborn, NY",43.1451,-78.8777
1167,"Hopland, CA",38.9691,-123.1173
1168,"Florida, NY",41.3312,-74.3533
1169,"Foley, MO",39.0457,-90.7414
1170,"Millis, MA",42.1676,-71.35784
1171,"Social Circle, GA",33.6505,-83.7116
1172,"Longmont, CO",40.1686,-105.1005
1173,"Middlebury, IN",41.6696,-85.7075
1174,"Tracy, CA",37.7269,-121.4523
1175,"Hazlehurst, GA",31.8651,-82.5994
1176,"North Kingsville, OH",41.9188,-80.6723
1177,"Fall River, MA",41.7136,-71.1015
1178,"Poynette, WI",43.3922,-89.4059
1179,"Arlington Heights, IL",42.0955,-87.9826
1180,"Jacksonville, TX",31.9642,-95.2617
1181,"Monona, IA",43.0504,-91.391
1182,"Akron, MI",43.5667,-83.5143
1183,"Chaska, MN",44.8164,-93.6091
1184,"Radford, VA",37.1229,-80.5587
1185,"West Warwick, RI",41.69689,-71.52194
1186,"Cowansville, PA",40.88784,-79.58838
1187,"Brown Deer, WI",43.1743,-87.975
1188,"Granite Falls, NC",35.797,-81.4237
1189,"Summer Shade, KY",36.8837,-85.7098
1190,"West Memphis, AR",35.153,-90.1996
1191,"Brownsburg, IN",39.8337,-86.383
1192,"Horn Lake, MS",34.9512,-90.0501
1193,"Downey, CA",33.9379,-118.1311
1194,"Tomah, WI",43.9879,-90.4999
1195,"Great Falls, MT",47.5022,-111.2996
1196,"North Hatfield, MA",42.37092,-72.59814
1197,"Redwood City, CA",37.5025,-122.2253
1198,"Kittitas, WA",46.9837,-120.4189
1199,"Land O Lakes, WI",46.1561,-89.21134
1200,"Rochester, IN",41.0591,-86.1959
1201,"East Saint Louis, IL",38.6245,-90.15094
1202,"Edisto Island, SC",32.55935,-80.2951
1203,"Shiner, TX",29.4332,-97.1734
1204,"Chickamauga, GA",34.8753,-85.2885
1205,"Saegertown, PA",41.7165,-80.1364
